mc	mn	keysig	timesig	act_dur	mc_offset	volta	numbering_offset	dont_count	barline	breaks	repeats	next
1	0	-2	12/8	1/8	11/8			1			firstMeasure	2
2	1	-2	12/8	3/2	0							3
3	2	-2	12/8	3/2	0					line		4
4	3	-2	12/8	3/2	0							5
5	4	-2	12/8	3/2	0							6
6	5	-2	12/8	3/2	0					line		7
7	6	-2	12/8	3/2	0							8
8	7	-2	12/8	3/2	0							9
9	8	-2	12/8	3/2	0					line		10
10	9	-2	12/8	3/2	0							11
11	10	-2	12/8	3/2	0							12
12	11	-2	12/8	3/2	0					line		13
13	12	-2	12/8	3/2	0							14
14	13	-2	12/8	3/2	0							15
15	14	-2	12/8	3/2	0					line		16
16	15	-2	12/8	3/2	0							17
17	16	-2	12/8	3/2	0							18
18	17	-2	12/8	3/2	0					line		19
19	18	-2	12/8	3/2	0							20
20	19	-2	12/8	3/2	0							21
21	20	-2	12/8	11/8	0					line	end	1, 22
22	20	-2	12/8	1/8	11/8			1	start-repeat		start	23
23	21	-2	12/8	3/2	0							24
24	22	-2	12/8	3/2	0							25
25	23	-2	12/8	3/2	0					line		26
26	24	-2	12/8	3/2	0							27
27	25	-2	12/8	3/2	0							28
28	26	-2	12/8	3/2	0					line		29
29	27	-2	12/8	3/2	0							30
30	28	-2	12/8	3/2	0							31
31	29	-2	12/8	3/2	0					line		32
32	30	-2	12/8	3/2	0							33
33	31	-2	12/8	3/2	0							34
34	32	-2	12/8	3/2	0					line		35
35	33	-2	12/8	3/2	0							36
36	34	-2	12/8	3/2	0							37
37	35	-2	12/8	3/2	0					line		38
38	36	-2	12/8	3/2	0							39
39	37	-2	12/8	3/2	0							40
40	38	-2	12/8	3/2	0					line		41
41	39	-2	12/8	3/2	0							42
42	40	-2	12/8	3/2	0							43
43	41	-2	12/8	3/2	0					line		44
44	42	-2	12/8	3/2	0							45
45	43	-2	12/8	3/2	0							46
46	44	-2	12/8	11/8	0					line	end	22, -1
